Cultivar	Wild
s2471	Improved cultivar	
s2472	Improved cultivar	
s2473	Improved cultivar	
s2474	Improved cultivar	
s2475	Improved cultivar	
s2476	Improved cultivar	
s2477	Improved cultivar	
s2478	Improved cultivar	
s2479	Improved cultivar	
s2480	Improved cultivar	
s2481	Improved cultivar	
s2482	Improved cultivar	
s2483	Improved cultivar	
s2484	Improved cultivar	
s2485	Improved cultivar	
s2486	Improved cultivar	
s2487	Improved cultivar	
s2488	Improved cultivar	
s2489	Improved cultivar	
s2490	Improved cultivar	
s2491	Improved cultivar	
s2492	Improved cultivar	
s2493	Improved cultivar	
s2494	Improved cultivar	
s2495	Improved cultivar	
s2496	Improved cultivar	
s2497	Improved cultivar	
s2498	Improved cultivar	
s2499	Improved cultivar	
s2500	Improved cultivar	
s2501	Improved cultivar	
s2502	Improved cultivar	
s2503	Improved cultivar	
s2504	Improved cultivar	
s2505	Improved cultivar	
s2506	Improved cultivar	
s2507	Improved cultivar	
s2508	Improved cultivar	
s2509	Improved cultivar	
s2510	Improved cultivar	
s2511	Improved cultivar	
s2512	Improved cultivar	
s2513	Improved cultivar	
s2514	Improved cultivar	
s2515	Improved cultivar	
s2516	Improved cultivar	
s2517	Improved cultivar	
s2518	Improved cultivar	
s2519	Improved cultivar	
s2520	Improved cultivar	
s2521	Improved cultivar	
s2522	Improved cultivar	
s2523	Improved cultivar	
s2524	Improved cultivar	
s2525	Improved cultivar	
s2526	Improved cultivar	
s2527	Improved cultivar	
s2528	Improved cultivar	
s2529	Improved cultivar	
s2530	Improved cultivar	
s2531	Improved cultivar	
s2532	Improved cultivar	
s2533	Improved cultivar	
s2534	Improved cultivar	
s2535	Improved cultivar	
s2536	Improved cultivar	
s2537	Improved cultivar	
s2538	Improved cultivar	
s2539	Improved cultivar	
s2540	Improved cultivar	
s2541	Improved cultivar	
s2542	Improved cultivar	
s2543	Improved cultivar	
s2544	Improved cultivar	
s2545	Improved cultivar	
s2546	Improved cultivar	
s2547	Improved cultivar	
s2548	Improved cultivar	
s2549	Improved cultivar	
s2550	Improved cultivar	
s2551	Improved cultivar	
s2552	Improved cultivar	
s2553	Improved cultivar	
s2554	Improved cultivar	
s2555	Improved cultivar	
s2556	Improved cultivar	
s2557	Improved cultivar	
s2558	Improved cultivar	
s2559	Improved cultivar	
s2560	Improved cultivar	
s2561	Improved cultivar	
s2562	Improved cultivar	
s2563	Improved cultivar	
s2564	Improved cultivar	
s2565	Improved cultivar	
s2566	Improved cultivar	
s2567	Improved cultivar	
s2568	Improved cultivar	
s2569	Improved cultivar	
s2570	Improved cultivar	
s2571	Improved cultivar	
s2572	Improved cultivar	
s2573	Improved cultivar	
s2574	Improved cultivar	
s2575	Improved cultivar	
s2576	Improved cultivar	
s2577	Improved cultivar	
s2578	Improved cultivar	
s2579	Improved cultivar	
s2580	Improved cultivar	
s2581	Improved cultivar	
s2582	Improved cultivar	
s2583	Improved cultivar	
s2584	Improved cultivar	
s2585	Improved cultivar	
s2586	Improved cultivar	
s2587	Improved cultivar	
s2588	Improved cultivar	
s2589	Improved cultivar	
s2590	Improved cultivar	
s2591	Improved cultivar	
s2592	Improved cultivar	
s2593	Improved cultivar	
s2594	Improved cultivar	
s2595	Improved cultivar	
s2596	Improved cultivar	
s2597	Improved cultivar	
s2598	Improved cultivar	
s2599	Improved cultivar	
s2600	Improved cultivar	
s2601	Improved cultivar	
s2602	Improved cultivar	
s2603	Improved cultivar	
s2604	Improved cultivar	
s2605	Improved cultivar	
s2606	Improved cultivar	
s2607	Improved cultivar	
s2608	Improved cultivar	
s2609	Improved cultivar	
s2610	Improved cultivar	
s2611	Improved cultivar	
s2612	Improved cultivar	
s2613	Improved cultivar	
s2614	Improved cultivar	
s2615	Improved cultivar	
s2616	Improved cultivar	
s2617	Improved cultivar	
s2618	Improved cultivar	
s2619	Improved cultivar	
s2620	Improved cultivar	
s2621	Improved cultivar	
s2622	Improved cultivar	
s2623	Improved cultivar	
s2624	Improved cultivar	
s2625	Improved cultivar	
s2626	Improved cultivar	
s2627	Improved cultivar	
s2628	Improved cultivar	
s2629	Improved cultivar	
s2630	Improved cultivar	
s2631	Improved cultivar	
s2632	Improved cultivar	
s2633	Improved cultivar	
s2634	Improved cultivar	
s2635	Improved cultivar	
s2636	Improved cultivar	
s2637	Improved cultivar	
s2638	Improved cultivar	
s2639	Improved cultivar	
s2640	Improved cultivar	
s2641	Improved cultivar	
s2642	Improved cultivar	
s2643	Improved cultivar	
s2644	Improved cultivar	
s2645	Improved cultivar	
s2646	Improved cultivar	
s2647	Improved cultivar	
s2648	Improved cultivar	
s2649	Improved cultivar	
s2650	Improved cultivar	
s2651	Improved cultivar	
s2652	Improved cultivar	
s2653	Improved cultivar	
s2654	Improved cultivar	
s2655	Improved cultivar	
s2656	Improved cultivar	
s2657	Improved cultivar	
s2658	Improved cultivar	
s2659	Improved cultivar	
s2660	Improved cultivar	
s2661	Improved cultivar	
s2662	Improved cultivar	
s2663	Improved cultivar	
s2664	Improved cultivar	
s2665	Improved cultivar	
s2666	Improved cultivar	
s2667	Improved cultivar	
s2668	Improved cultivar	
s2669	Improved cultivar	
s2670	Improved cultivar	
s2671	Improved cultivar	
s2672	Improved cultivar	
s2673	Improved cultivar	
s2674	Improved cultivar	
s2675	Improved cultivar	
s2676	Improved cultivar	
s2677	Improved cultivar	
s2678	Improved cultivar	
s2679	Improved cultivar	
s2680	Improved cultivar	
s2681	Improved cultivar	
s2682	Improved cultivar	
s2683	Improved cultivar	
s2684	Improved cultivar	
s2685	Improved cultivar	
s2686	Improved cultivar	
s2687	Improved cultivar	
s2688	Improved cultivar	
s2689	Improved cultivar	
s2690	Improved cultivar	
s2691	Improved cultivar	
s2692	Improved cultivar	
s2693	Improved cultivar	
s2694	Improved cultivar	
s2695	Improved cultivar	
s2696	Improved cultivar	
s2697	Improved cultivar	
s2698	Improved cultivar	
s2699	Improved cultivar	
s2700	Improved cultivar	
s2701	Improved cultivar	
s2702	Improved cultivar	
s2703	Improved cultivar	
s2704	Improved cultivar	
s2705	Improved cultivar	
s2706	Improved cultivar	
s2707	Improved cultivar	
s2708	Improved cultivar	
s2709	Improved cultivar	
s2710	Improved cultivar	
s2711	Improved cultivar	
s2712	Improved cultivar	
s2713	Improved cultivar	
s2714	Improved cultivar	
s2715	Improved cultivar	
s2716	Improved cultivar	
s2717	Improved cultivar	
s2718	Improved cultivar	
s2719	Improved cultivar	
s2720	Improved cultivar	
s2721	Improved cultivar	
s2722	Improved cultivar	
s2723	Improved cultivar	
s2724	Improved cultivar	
s2725	Improved cultivar	
s2726	Improved cultivar	
s2727	Improved cultivar	
s2728	Improved cultivar	
s2729	Improved cultivar	
s2730	Improved cultivar	
s2731	Improved cultivar	
s2732	Improved cultivar	
s2733	Improved cultivar	
s2734	Improved cultivar	
s2735	Improved cultivar	
s2736	Improved cultivar	
s2737	Improved cultivar	
s2738	Improved cultivar	
s2739	Improved cultivar	
s2740	Improved cultivar	
s2741	Improved cultivar	
s2742	Improved cultivar	
s2743	Improved cultivar	
s2744	Improved cultivar	
s2745	Improved cultivar	
s2746	Improved cultivar	
s2747	Improved cultivar	
s2748	Improved cultivar	
s2749	Improved cultivar	
s2750	Improved cultivar	
s2751	Improved cultivar	
s2752	Improved cultivar	
s2753	Improved cultivar	
s2754	Improved cultivar	
s2755	Improved cultivar	
s2756	Improved cultivar	
s2757	Improved cultivar	
s2758	Improved cultivar	
s2759	Improved cultivar	
s2760	Improved cultivar	
s2761	Improved cultivar	
s2762	Improved cultivar	
s2763	Improved cultivar	
s2764	Improved cultivar	
s2765	Improved cultivar	
s2766	Improved cultivar	
s2767	Improved cultivar	
s2768	Improved cultivar	
s2769	Improved cultivar	
s2770	Improved cultivar	
s2771	Improved cultivar	
s2772	Improved cultivar	
s2773	Improved cultivar	
s2774	Improved cultivar	
s2775	Improved cultivar	
s2776	Improved cultivar	
s2777	Improved cultivar	
s2778	Improved cultivar	
s2779	Improved cultivar	
s2780	Improved cultivar	
s2781	Improved cultivar	
s2782	Improved cultivar	
s2783	Improved cultivar	
s2784	Improved cultivar	
s2785	Improved cultivar	
s2786	Improved cultivar	
s2787	Improved cultivar	
s2788	Improved cultivar	
s2789	Improved cultivar	
s2790	Improved cultivar	
s2791	Improved cultivar	
s2792	Improved cultivar	
s2793	Improved cultivar	
s2794	Improved cultivar	
s2795	Improved cultivar	
s2796	Improved cultivar	
s2797	Improved cultivar	
s2798	Improved cultivar	
s2799	Improved cultivar	
s2800	Improved cultivar	
s2801	Improved cultivar	
s2802	Improved cultivar	
s2803	Improved cultivar	
s2804	Improved cultivar	
s2805	Improved cultivar	
s2806	Improved cultivar	
s2807	Improved cultivar	
s2808	Improved cultivar	
s2809	Improved cultivar	
s2810	Improved cultivar	
s2811	Improved cultivar	
s2812	Improved cultivar	
s2813	Improved cultivar	
s2814	Improved cultivar	
s2815	Improved cultivar	
s2816	Improved cultivar	
s2817	Improved cultivar	
s2818	Improved cultivar	
s2819	Improved cultivar	
s2820	Improved cultivar	
s2821	Improved cultivar	
s2822	Improved cultivar	
s2823	Improved cultivar	
s2824	Improved cultivar	
s2825	Improved cultivar	
s2826	Improved cultivar	
s2827	Improved cultivar	
s2828	Improved cultivar	
s2829	Improved cultivar	
s2830	Improved cultivar	
s2831	Improved cultivar	
s2832	Improved cultivar	
s2833	Improved cultivar	
s2834	Improved cultivar	
s2835	Improved cultivar	
s2836	Improved cultivar	
s2837	Improved cultivar	
s2838	Improved cultivar	
s2839	Improved cultivar	
s2840	Improved cultivar	
s2841	Improved cultivar	
s2842	Improved cultivar	
s2843	Improved cultivar	
s2844	Improved cultivar	
s2845	Improved cultivar	
s2846	Improved cultivar	
s2847	Improved cultivar	
s2848	Improved cultivar	
s2849	Improved cultivar	
s2850	Improved cultivar	
s2851	Improved cultivar	
s2852	Improved cultivar	
s2853	Improved cultivar	
s2854	Improved cultivar	
s2855	Improved cultivar	
s2856	Improved cultivar	
s2857	Improved cultivar	
s2858	Improved cultivar	
s2859	Improved cultivar	
s2860	Improved cultivar	
s2861	Improved cultivar	
s2862	Improved cultivar	
s2863	Improved cultivar	
s2864	Improved cultivar	
s2865	Improved cultivar	
s2866	Improved cultivar	
s2867	Improved cultivar	
s2868	Improved cultivar	
s2869	Improved cultivar	
s2870	Improved cultivar	
s2871	Improved cultivar	
s2872	Improved cultivar	
s2873	Improved cultivar	
s2874	Improved cultivar	
s2875	Improved cultivar	
s2876	Improved cultivar	
s2877	Improved cultivar	
s2878	Improved cultivar	
s2879	Improved cultivar	
s2880	Improved cultivar	
s2881	Improved cultivar	
s2882	Improved cultivar	
s2883	Improved cultivar	
s2884	Improved cultivar	
s2885	Improved cultivar	
s2886	Improved cultivar	
s2887	Improved cultivar	
s2888	Improved cultivar	
s2889	Improved cultivar	
s2890	Improved cultivar	
s2891	Improved cultivar	
s2892	Improved cultivar	
s2893	Improved cultivar	
s2894	Improved cultivar	
s2895	Improved cultivar	
s2896	Improved cultivar	
s2897	Improved cultivar	
s2898	Improved cultivar	
