ID	Species	Category	Names	Origin
s729	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.14	China, Hei Long Jiang
s730	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.64	China, Hei Long Jiang
s731	Glycine max (L.) Merr.	Improved cultivar	Sui Xiao Li Dou No.1	China, Hei Long Jiang
s732	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.30	China, Hei Long Jiang
s733	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.22	China, Hei Long Jiang
s734	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.14	China, Hei Long Jiang
s735	Glycine max (L.) Merr.	Improved cultivar	Long Xiao Li Dou No.1	China, Hei Long Jiang
s736	Glycine max (L.) Merr.	Improved cultivar	Jin Yuan No.2	China, Hei Long Jiang
s737	Glycine max (L.) Merr.	Improved cultivar	Hei He No.46	China, Hei Long Jiang
s738	Glycine max (L.) Merr.	Improved cultivar	Xin Da Dou No.8	China, Hei Long Jiang
s739	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.68	China, Hei Long Jiang
s740	Glycine max (L.) Merr.	Improved cultivar	Hei He No.1  -2	China, Hei Long Jiang
s741	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.58	China, Hei Long Jiang
s742	Glycine max (L.) Merr.	Improved cultivar	Dong Sheng No.1 -1	China, Hei Long Jiang
s743	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.50 -2	China, Hei Long Jiang
s744	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.44	China, Hei Long Jiang
s745	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.59	China, Hei Long Jiang
s746	Glycine max (L.) Merr.	Improved cultivar	Mo He No.1	China, Hei Long Jiang
s747	Glycine max (L.) Merr.	Improved cultivar	Sui Wu Xing No.1	China, Hei Long Jiang
s748	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.47	China, Hei Long Jiang
s749	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.9	China, Hei Long Jiang
s750	Glycine max (L.) Merr.	Improved cultivar	Mu Feng No.1 -1	China, Hei Long Jiang
s751	Glycine max (L.) Merr.	Improved cultivar	Ji Lin No.45	China, Ji Lin
s752	Glycine max (L.) Merr.	Improved cultivar	Ji Yu No.53	China, Ji Lin
s753	Glycine max (L.) Merr.	Improved cultivar	Ji Yu No.63	China, Ji Lin
s754	Glycine max (L.) Merr.	Improved cultivar	Ji No.56	China, Ji Lin
s755	Glycine max (L.) Merr.	Improved cultivar	Ji Nong No.14	China, Ji Lin
s756	Glycine max (L.) Merr.	Improved cultivar	Jiu Nong No.21	China, Ji Lin
s757	Glycine max (L.) Merr.	Improved cultivar	Qun Xuan No.1	China, Ji Lin
s758	Glycine max (L.) Merr.	Improved cultivar	Ji Lin No.31	China, Ji Lin
s759	Glycine max (L.) Merr.	Improved cultivar	Ji Lin No.35	China, Ji Lin
s760	Glycine max (L.) Merr.	Improved cultivar	Jiu Nong No.27	China, Ji Lin
s761	Glycine max (L.) Merr.	Improved cultivar	Ji Ke Dou No.1	China, Ji Lin
s762	Glycine max (L.) Merr.	Improved cultivar	Ji Nong No.9	China, Ji Lin
s763	Glycine max (L.) Merr.	Improved cultivar	Ji Yu No.76	China, Ji Lin
s764	Glycine max (L.) Merr.	Improved cultivar	Yan Nong No.3	China, Ji Lin
s765	Glycine max (L.) Merr.	Improved cultivar	Ji Lin No.21	China, Ji Lin
s766	Glycine max (L.) Merr.	Improved cultivar	Ji Qing No.1	China, Ji Lin
s767	Glycine max (L.) Merr.	Improved cultivar	Ji Yu No.45	China, Ji Lin
s768	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.1	China, Ji Lin
s769	Glycine max (L.) Merr.	Improved cultivar	Ji Xiao No.6	China, Ji Lin
s770	Glycine max (L.) Merr.	Improved cultivar	Ji Nong No.23	China, Ji Lin
s771	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.13	China, Jiang Su
s772	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.12	China, Jiang Su
s773	Glycine max (L.) Merr.	Improved cultivar	Nan Nong Da Huang Dou	China, Jiang Su
s774	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.15 -1	China, Jiang Su
s775	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.17	China, Jiang Su
s776	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.11	China, Jiang Su
s777	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.16	China, Jiang Su
s778	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.14	China, Jiang Su
s779	Glycine max (L.) Merr.	Improved cultivar	Xu 0705	China, Jiang Su
s780	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.10	China, Jiang Su
s781	Glycine max (L.) Merr.	Improved cultivar	Nan Nong 493-1	China, Jiang Su
s782	Glycine max (L.) Merr.	Improved cultivar	Xu Dou No.9	China, Jiang Su
s783	Glycine max (L.) Merr.	Improved cultivar	Nan Nong Cai Dou No.5	China, Jiang Su
s784	Glycine max (L.) Merr.	Improved cultivar	Tie Feng No.31	China, Liao Ning
s785	Glycine max (L.) Merr.	Improved cultivar	Feng Jiao 66-12	China, Liao Ning
s786	Glycine max (L.) Merr.	Improved cultivar	Liao Dou No.31	China, Liao Ning
s787	Glycine max (L.) Merr.	Improved cultivar	Ji Ti No.2	China, Liao Ning
s788	Glycine max (L.) Merr.	Improved cultivar	Liao Dou No.10	China, Liao Ning
s789	Glycine max (L.) Merr.	Improved cultivar	Tie Feng No.35	China, Liao Ning
s790	Glycine max (L.) Merr.	Improved cultivar	Tie Dou No.37	China, Liao Ning
s791	Glycine max (L.) Merr.	Improved cultivar	Liao Dou No.22	China, Liao Ning
s792	Glycine max (L.) Merr.	Improved cultivar	Liao Dou No.16	China, Liao Ning
s793	Glycine max (L.) Merr.	Improved cultivar	Tie Dou No.61	China, Liao Ning
s794	Glycine max (L.) Merr.	Improved cultivar	Deng Ke No.3 -1	China, Nei Meng Gu
s795	Glycine max (L.) Merr.	Improved cultivar	Meng Dou No.11	China, Nei Meng Gu
s796	Glycine max (L.) Merr.	Improved cultivar	Shan Dou No.125	China, Shaan Xi
s797	Glycine max (L.) Merr.	Improved cultivar	He Dou No.16	China, Shan Dong
s798	Glycine max (L.) Merr.	Improved cultivar	He Dou No.12 -1	China, Shan Dong
s799	Glycine max (L.) Merr.	Improved cultivar	Shan Ning No.12	China, Shan Dong
s800	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.28 -2	China, Shan Dong
s801	Glycine max (L.) Merr.	Improved cultivar	Shan Ning No.7	China, Shan Dong
s802	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.25	China, Shan Dong
s803	Glycine max (L.) Merr.	Improved cultivar	Gao Feng No.1	China, Shan Dong
s804	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.33	China, Shan Dong
s805	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.30	China, Shan Dong
s806	Glycine max (L.) Merr.	Improved cultivar	Ju Xuan No.23	China, Shan Dong
s807	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.31	China, Shan Dong
s808	Glycine max (L.) Merr.	Improved cultivar	Lin Dou No.10	China, Shan Dong
s809	Glycine max (L.) Merr.	Improved cultivar	Qi Huang No.26	China, Shan Dong
s810	Glycine max (L.) Merr.	Improved cultivar	Lu Dou No.4 -1	China, Shan Dong
s811	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.43	China, Shan Xi
s812	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.23	China, Shan Xi
s813	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.34	China, Shan Xi
s814	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.29	China, Shan Xi
s815	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.59	China, Shan Xi
s816	Glycine max (L.) Merr.	Improved cultivar	Fen Dou No.56	China, Shan Xi
s817	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.52	China, Shan Xi
s818	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.16	China, Shan Xi
s819	Glycine max (L.) Merr.	Improved cultivar	Yu Xuan No.13	China, Shan Xi
s820	Glycine max (L.) Merr.	Improved cultivar	Fen Dou No.16	China, Shan Xi
s821	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.19 -1	China, Shan Xi
s822	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.14	China, Shan Xi
s823	Glycine max (L.) Merr.	Improved cultivar	Zhang Dou No.006	China, Shan Xi
s824	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.51	China, Shan Xi
s825	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.2	China, Shan Xi
s826	Glycine max (L.) Merr.	Improved cultivar	Jin Zao No.16	China, Shan Xi
s827	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.41	China, Shan Xi
s828	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.25	China, Shan Xi
s829	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.501	China, Shan Xi
s830	Glycine max (L.) Merr.	Improved cultivar	Jin Da No.78 -1	China, Shan Xi
s831	Glycine max (L.) Merr.	Improved cultivar	Jin Da No.74	China, Shan Xi
s832	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.46	China, Shan Xi
s833	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.43	China, Shan Xi
s834	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.39 -1	China, Shan Xi
s835	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.21	China, Shan Xi
s836	Glycine max (L.) Merr.	Improved cultivar	Zhang Dou No.003	China, Shan Xi
s837	Glycine max (L.) Merr.	Improved cultivar	Fen Dou No.62	China, Shan Xi
s838	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.31	China, Shan Xi
s839	Glycine max (L.) Merr.	Improved cultivar	Jin Yi No.10	China, Shan Xi
s840	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.1	China, Shan Xi
s841	Glycine max (L.) Merr.	Improved cultivar	Zhang Dou No.001	China, Shan Xi
s842	Glycine max (L.) Merr.	Improved cultivar	Fen Dou No.28	China, Shan Xi
s843	Glycine max (L.) Merr.	Improved cultivar	Jin Da No.78 -2	China, Shan Xi
s844	Glycine max (L.) Merr.	Improved cultivar	Jin Dou No.10	China, Shan Xi
s845	Glycine max (L.) Merr.	Improved cultivar	Tai Nong No.15	China, Tai Wan
s846	Glycine max (L.) Merr.	Improved cultivar	Tai Wan No.75	China, Tai Wan
s847	Glycine max (L.) Merr.	Improved cultivar	Hua Dou No.1	China, Tian Jin
s848	Glycine max (L.) Merr.	Improved cultivar	Hua Dou No.2	China, Tian Jin
s849	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J8035	China, Tian Jin
s850	Glycine max (L.) Merr.	Improved cultivar	Xi Zang Da Dou No.3	China, Xi Zang
s851	Glycine max (L.) Merr.	Improved cultivar	PI317334B	Japan, Hokkaido
s852	Glycine max (L.) Merr.	Improved cultivar	Enrei	Japan, Nagano
s853	Glycine max (L.) Merr.	Improved cultivar	Ni Ri Li Ya No.4	Nigeria
s854	Glycine max (L.) Merr.	Improved cultivar	Poland Yellow	Poland
s855	Glycine max (L.) Merr.	Improved cultivar	Tai Guo Xiao Li	Thailand
s856	Glycine max (L.) Merr.	Improved cultivar	Mei Guo Hak08 G	United States
s857	Glycine max (L.) Merr.	Improved cultivar	Mei Guo Da Dou	United States
s858	Glycine max (L.) Merr.	Improved cultivar	Lincoln	United States, Illinois
s859	Glycine max (L.) Merr.	Improved cultivar	SRF300	United States, Illinois
s860	Glycine max (L.) Merr.	Improved cultivar	PI 548533	United States, Illinois
s861	Glycine max (L.) Merr.	Improved cultivar	Beeson	United States, Indiana
s862	Glycine max (L.) Merr.	Improved cultivar	Amsoy	United States, Iowa
s863	Glycine max (L.) Merr.	Improved cultivar	PI 548560	United States, Minnesota
s864	Glycine max (L.) Merr.	Improved cultivar	TK780	Unknown
s865	Glycine max (L.) Merr.	Improved cultivar	AGS292	Unknown
s866	Glycine max (L.) Merr.	Improved cultivar	1501-101	Unknown
s867	Glycine max (L.) Merr.	Improved cultivar	1501-102	Unknown
s868	Glycine max (L.) Merr.	Improved cultivar	85-140	Unknown
s869	Glycine max (L.) Merr.	Improved cultivar	23 P-3	Unknown
s870	Glycine max (L.) Merr.	Improved cultivar	HK-12	Unknown
s871	Glycine max (L.) Merr.	Improved cultivar	E182	Unknown
s872	Glycine max (L.) Merr.	Glycine soja	PI 483463	China
s873	Glycine max (L.) Merr.	Glycine soja	PI 101404 B	China
s874	Glycine max (L.) Merr.	Glycine soja	PI 561355	China, Hei Long Jiang
s875	Glycine max (L.) Merr.	Glycine soja	PI 458538 -1	China, Hei Long Jiang
s876	Glycine max (L.) Merr.	Glycine soja	PI 479768	China, Hei Long Jiang
s877	Glycine max (L.) Merr.	Glycine soja	PI 464866 A	China, Hei Long Jiang
s878	Glycine max (L.) Merr.	Glycine soja	PI 464891 B	China, Ji Lin
s879	Glycine max (L.) Merr.	Glycine soja	PI 479746 B	China, Ji Lin
s880	Glycine max (L.) Merr.	Glycine soja	PI 407294	China, Ji Lin
s881	Glycine max (L.) Merr.	Glycine soja	PI 479753 C	China, Ji Lin
s882	Glycine max (L.) Merr.	Glycine soja	PI 464890 A	China, Ji Lin
s883	Glycine max (L.) Merr.	Glycine soja	PI 407290	China, Ji Lin
s884	Glycine max (L.) Merr.	Glycine soja	PI 479744	China, Ji Lin
s885	Glycine max (L.) Merr.	Glycine soja	PI 407299	China, Liao Ning
s886	Glycine max (L.) Merr.	Glycine soja	PI 464929 A -1	China, Liao Ning
s887	Glycine max (L.) Merr.	Glycine soja	PI 464926	China, Liao Ning
s888	Glycine max (L.) Merr.	Glycine soja	PI 468399 B	China, Shan Dong
s889	Glycine max (L.) Merr.	Glycine soja	PI 326581	Russian Federation
s890	Glycine max (L.) Merr.	Glycine soja	PI 81762	Russian Federation
s891	Glycine max (L.) Merr.	Glycine soja	PI 567194	Russian Federation, Federation Amur
s892	Glycine max (L.) Merr.	Glycine soja	PI 578357 -2	Russian Federation, Federation Amur
s893	Glycine max (L.) Merr.	Glycine soja	PI 507719	Russian Federation, Federation Amur
s894	Glycine max (L.) Merr.	Glycine soja	PI 578340 A	Russian Federation, Federation Khabarovsk
s895	Glycine max (L.) Merr.	Glycine soja	PI 578343	Russian Federation, Federation Khabarovsk
s896	Glycine max (L.) Merr.	Glycine soja	PI 578340 B	Russian Federation, Federation Khabarovsk
s897	Glycine max (L.) Merr.	Glycine soja	PI 507791	Russian Federation, Federation Primorye
s898	Glycine max (L.) Merr.	Glycine soja	PI 507801	Russian Federation, Federation Primorye
s899	Glycine max (L.) Merr.	Glycine soja	PI 342620 B -1	Russian Federation, Federation Primorye
s900	Glycine max (L.) Merr.	Glycine soja	PI 522231 A	Russian Federation, Federation Primorye
s901	Glycine max (L.) Merr.	Glycine soja	PI 522225 A	Russian Federation, Federation Primorye
s902	Glycine max (L.) Merr.	Glycine soja	PI 507786	Russian Federation, Federation Primorye
s903	Glycine max (L.) Merr.	Glycine soja	PI 522230 A	Russian Federation, Federation Primorye
s904	Glycine max (L.) Merr.	Glycine soja	PI 522232	Russian Federation, Federation Primorye
s905	Glycine max (L.) Merr.	Glycine soja	PI 342622 B	Russian Federation, Federation Primorye
s906	Glycine max (L.) Merr.	Glycine soja	PI 507785	Russian Federation, Federation Primorye
s907	Glycine max (L.) Merr.	Glycine soja	PI 522229	Russian Federation, Federation Primorye
s908	Glycine max (L.) Merr.	Glycine soja	PI 522234	Russian Federation, Federation Primorye
s909	Glycine max (L.) Merr.	Glycine soja	PI 507797	Russian Federation, Federation Primorye
s910	Glycine max (L.) Merr.	Glycine soja	PI 522203	Russian Federation, Federation Primorye
s911	Glycine max (L.) Merr.	Glycine soja	PI 507805	Russian Federation, Federation Primorye
s912	Glycine max (L.) Merr.	Glycine soja	PI 342620 B -2	Russian Federation, Primorye
s913	Glycine max (L.) Merr.	Landrace	PI 153293	Belgium
s914	Glycine max (L.) Merr.	Landrace	PI 438364	Canada, Ontario
s915	Glycine max (L.) Merr.	Landrace	PI 89061-2	China
s916	Glycine max (L.) Merr.	Landrace	PI 603674	China
s917	Glycine max (L.) Merr.	Landrace	PI 603755 D	China
s918	Glycine max (L.) Merr.	Landrace	PI 437586 A	China
s919	Glycine max (L.) Merr.	Landrace	Lv Bao Shi	China
s920	Glycine max (L.) Merr.	Landrace	PI 89005-4	China
s921	Glycine max (L.) Merr.	Landrace	Da Huang Dou -2	China
s922	Glycine max (L.) Merr.	Landrace	Wu Xing Wei	China
s923	Glycine max (L.) Merr.	Landrace	PI 603755 C	China
s924	Glycine max (L.) Merr.	Landrace	PI 79797	China
s925	Glycine max (L.) Merr.	Landrace	PI 578499 B	China
s926	Glycine max (L.) Merr.	Landrace	PI 437961	China
s927	Glycine max (L.) Merr.	Landrace	PI 88789	China
s928	Glycine max (L.) Merr.	Landrace	Xiao Hei Dou  -2	China
s929	Glycine max (L.) Merr.	Landrace	PI 70023	China
s930	Glycine max (L.) Merr.	Landrace	PI 87531	China
s931	Glycine max (L.) Merr.	Landrace	PI 89055	China
s932	Glycine max (L.) Merr.	Landrace	PI 437805	China
s933	Glycine max (L.) Merr.	Landrace	PI 603418 A	China
s934	Glycine max (L.) Merr.	Landrace	Xiao Huang Dou -4	China
s935	Glycine max (L.) Merr.	Landrace	PI 89773	China
s936	Glycine max (L.) Merr.	Landrace	PI 593967	China
s937	Glycine max (L.) Merr.	Landrace	Tian E Dan -2	China
s938	Glycine max (L.) Merr.	Landrace	Niu Mao Huang  -2	China
s939	Glycine max (L.) Merr.	Landrace	PI 438252 B	China
s940	Glycine max (L.) Merr.	Landrace	PI 603387	China
s941	Glycine max (L.) Merr.	Landrace	PI 603438 D	China
s942	Glycine max (L.) Merr.	Landrace	PI 603562 A	China
s943	Glycine max (L.) Merr.	Landrace	PI 89059	China
s944	Glycine max (L.) Merr.	Landrace	Xiao Huang Dou -2	China
s945	Glycine max (L.) Merr.	Landrace	PI 603560	China
s946	Glycine max (L.) Merr.	Landrace	PI 438199	China
s947	Glycine max (L.) Merr.	Landrace	PI 603556	China
s948	Glycine max (L.) Merr.	Landrace	PI 578417 B	China
s949	Glycine max (L.) Merr.	Landrace	PI 437799	China
s950	Glycine max (L.) Merr.	Landrace	PI 603304	China
s951	Glycine max (L.) Merr.	Landrace	PI 437715	China
s952	Glycine max (L.) Merr.	Landrace	PI 437902 B	China
s953	Glycine max (L.) Merr.	Landrace	PI 538400	China
s954	Glycine max (L.) Merr.	Landrace	PI 603412 A	China
s955	Glycine max (L.) Merr.	Landrace	PI 438153	China
s956	Glycine max (L.) Merr.	Landrace	PI 438063	China
s957	Glycine max (L.) Merr.	Landrace	Xiao Yuan Huang Dou	China
s958	Glycine max (L.) Merr.	Landrace	PI 437625	China
s959	Glycine max (L.) Merr.	Landrace	PI 438065	China
s960	Glycine max (L.) Merr.	Landrace	PI 438072	China
s961	Glycine max (L.) Merr.	Landrace	PI 438115	China
s962	Glycine max (L.) Merr.	Landrace	PI 420338	China
s963	Glycine max (L.) Merr.	Landrace	PI 89014	China
s964	Glycine max (L.) Merr.	Landrace	PI 438052	China
s965	Glycine max (L.) Merr.	Landrace	PI 437977	China
s966	Glycine max (L.) Merr.	Landrace	PI 578499 C	China
s967	Glycine max (L.) Merr.	Landrace	PI 437846	China
s968	Glycine max (L.) Merr.	Landrace	Hu Pi Dou	China
s969	Glycine max (L.) Merr.	Landrace	PI 603778	China
s970	Glycine max (L.) Merr.	Landrace	PI 603308 B	China
s971	Glycine max (L.) Merr.	Landrace	PI 603693 A	China
s972	Glycine max (L.) Merr.	Landrace	PI 603422 C	China
s973	Glycine max (L.) Merr.	Landrace	PI 437862	China
s974	Glycine max (L.) Merr.	Landrace	PI 603494	China
s975	Glycine max (L.) Merr.	Landrace	PI 603492	China
s976	Glycine max (L.) Merr.	Landrace	PI 561302 C	China
s977	Glycine max (L.) Merr.	Landrace	PI 592931	China
s978	Glycine max (L.) Merr.	Landrace	PI 438045	China
s979	Glycine max (L.) Merr.	Landrace	PI 603491	China
s980	Glycine max (L.) Merr.	Landrace	Huang Da Li	China
s981	Glycine max (L.) Merr.	Landrace	PI 603663	China
s982	Glycine max (L.) Merr.	Landrace	PI 437947	China
s983	Glycine max (L.) Merr.	Landrace	PI 592951	China
s984	Glycine max (L.) Merr.	Landrace	PI 603527 A	China
s985	Glycine max (L.) Merr.	Landrace	PI 603401	China
s986	Glycine max (L.) Merr.	Landrace	PI 603457 A	China
s987	Glycine max (L.) Merr.	Landrace	PI 438267	China
s988	Glycine max (L.) Merr.	Landrace	PI 603498 A	China
s989	Glycine max (L.) Merr.	Landrace	PI 603457 C	China
s990	Glycine max (L.) Merr.	Landrace	PI 438252 A	China
s991	Glycine max (L.) Merr.	Landrace	PI 438018	China
s992	Glycine max (L.) Merr.	Landrace	PI 578415	China
s993	Glycine max (L.) Merr.	Landrace	PI 603397	China
s994	Glycine max (L.) Merr.	Landrace	PI 603564 C	China
s995	Glycine max (L.) Merr.	Landrace	PI 612761 A	China
s996	Glycine max (L.) Merr.	Landrace	PI 603587 C	China
s997	Glycine max (L.) Merr.	Landrace	PI 86878-2	China
s998	Glycine max (L.) Merr.	Landrace	PI 603453	China
s999	Glycine max (L.) Merr.	Landrace	PI 253666 A	China
s1000	Glycine max (L.) Merr.	Landrace	PI 603551 C	China
s1001	Glycine max (L.) Merr.	Landrace	PI 437655	China
s1002	Glycine max (L.) Merr.	Landrace	PI 89006-2	China
s1003	Glycine max (L.) Merr.	Landrace	PI 603331	China
s1004	Glycine max (L.) Merr.	Landrace	PI 603730 C	China
s1005	Glycine max (L.) Merr.	Landrace	PI 603543 B	China
s1006	Glycine max (L.) Merr.	Landrace	PI 80536	China
s1007	Glycine max (L.) Merr.	Landrace	PI 603664	China
s1008	Glycine max (L.) Merr.	Landrace	PI 603495 A	China
s1009	Glycine max (L.) Merr.	Landrace	PI 436612	China
s1010	Glycine max (L.) Merr.	Landrace	PI 603429 A	China
s1011	Glycine max (L.) Merr.	Landrace	PI 437664	China
s1012	Glycine max (L.) Merr.	Landrace	Ping Rang Tai Bai	China
s1013	Glycine max (L.) Merr.	Landrace	PI 603348 A	China
s1014	Glycine max (L.) Merr.	Landrace	Peking	China
s1015	Glycine max (L.) Merr.	Landrace	PI 438181 A	China
s1016	Glycine max (L.) Merr.	Landrace	PI 593956 B	China
s1017	Glycine max (L.) Merr.	Landrace	PI 603735 B	China
s1018	Glycine max (L.) Merr.	Landrace	PI 437909 A	China
s1019	Glycine max (L.) Merr.	Landrace	Hui Pi Zhi	China
s1020	Glycine max (L.) Merr.	Landrace	PI 603339 A	China
s1021	Glycine max (L.) Merr.	Landrace	PI 437654 -1	China
s1022	Glycine max (L.) Merr.	Landrace	PI 437830	China
s1023	Glycine max (L.) Merr.	Landrace	PI 437613	China
s1024	Glycine max (L.) Merr.	Landrace	PI 438257 B	China
s1025	Glycine max (L.) Merr.	Landrace	Xing Da Dou	China
s1026	Glycine max (L.) Merr.	Landrace	FC 1547	China
s1027	Glycine max (L.) Merr.	Landrace	Hua Chi Lv Di Dou	China
s1028	Glycine max (L.) Merr.	Landrace	Shang Cai Er Li Ping Ding Shi	China
s1029	Glycine max (L.) Merr.	Landrace	PI 612759 A	China
s1030	Glycine max (L.) Merr.	Landrace	Te Da Li No.1	China
s1031	Glycine max (L.) Merr.	Landrace	PI 81768	China
s1032	Glycine max (L.) Merr.	Landrace	PI 603662 B	China
s1033	Glycine max (L.) Merr.	Landrace	PI 438104	China
s1034	Glycine max (L.) Merr.	Landrace	PI 438020	China
s1035	Glycine max (L.) Merr.	Landrace	PI 437784	China
s1036	Glycine max (L.) Merr.	Landrace	Hei Hei Dou	China
s1037	Glycine max (L.) Merr.	Landrace	PI 603436 B	China
s1038	Glycine max (L.) Merr.	Landrace	Wang Yang Da Dou	China
s1039	Glycine max (L.) Merr.	Landrace	PI 438095	China
s1040	Glycine max (L.) Merr.	Landrace	Ji Yan Dou	China
s1041	Glycine max (L.) Merr.	Landrace	PI 603561	China
s1042	Glycine max (L.) Merr.	Landrace	PI 438145	China
s1043	Glycine max (L.) Merr.	Landrace	Xiao Bai Hua Hei Dou	China
s1044	Glycine max (L.) Merr.	Landrace	PI 438222	China
s1045	Glycine max (L.) Merr.	Landrace	PI 603326	China
s1046	Glycine max (L.) Merr.	Landrace	PI 68535	China
s1047	Glycine max (L.) Merr.	Landrace	PI 437936	China
s1048	Glycine max (L.) Merr.	Landrace	Man Gui Dou	China
s1049	Glycine max (L.) Merr.	Landrace	PI 567710	China, An Hui
s1050	Glycine max (L.) Merr.	Landrace	PI 567713 D	China, An Hui
s1051	Glycine max (L.) Merr.	Landrace	PI 567692	China, An Hui
s1052	Glycine max (L.) Merr.	Landrace	PI 567696 C	China, An Hui
s1053	Glycine max (L.) Merr.	Landrace	PI 567716 A	China, An Hui
s1054	Glycine max (L.) Merr.	Landrace	PI 567686	China, An Hui
s1055	Glycine max (L.) Merr.	Landrace	Si Xian Tu Li Wai	China, An Hui
s1056	Glycine max (L.) Merr.	Landrace	PI 567732	China, An Hui
s1057	Glycine max (L.) Merr.	Landrace	Sui Xi Wan Dou Tuan	China, An Hui
s1058	Glycine max (L.) Merr.	Landrace	Xin Liu Qing	China, An Hui
s1059	Glycine max (L.) Merr.	Landrace	Xiu 2156	China, An Hui
s1060	Glycine max (L.) Merr.	Landrace	Bo Xian Qian Jin Dou	China, An Hui
s1061	Glycine max (L.) Merr.	Landrace	PI 594399 A	China, An Hui
s1062	Glycine max (L.) Merr.	Landrace	Hou Zi Mao	China, An Hui
s1063	Glycine max (L.) Merr.	Landrace	PI 594411	China, An Hui
s1064	Glycine max (L.) Merr.	Landrace	PI 567717 A	China, An Hui
s1065	Glycine max (L.) Merr.	Landrace	PI 561237	China, Bei Jing
s1066	Glycine max (L.) Merr.	Landrace	PI 561307	China, Bei Jing
s1067	Glycine max (L.) Merr.	Landrace	PI 561325	China, Bei Jing
s1068	Glycine max (L.) Merr.	Landrace	PI 561313	China, Bei Jing
s1069	Glycine max (L.) Merr.	Landrace	PI 561296 A	China, Bei Jing
s1070	Glycine max (L.) Merr.	Landrace	PI 561321	China, Bei Jing
s1071	Glycine max (L.) Merr.	Landrace	Sha He Qing Dou	China, Bei Jing
s1072	Glycine max (L.) Merr.	Landrace	PI 561331	China, Bei Jing
s1073	Glycine max (L.) Merr.	Landrace	Tong Xian Xiao Huang Dou	China, Bei Jing
s1074	Glycine max (L.) Merr.	Landrace	PI 561327 C	China, Bei Jing
s1075	Glycine max (L.) Merr.	Landrace	PI 561338 A	China, Bei Jing
s1076	Glycine max (L.) Merr.	Landrace	PI 561242	China, Bei Jing
s1077	Glycine max (L.) Merr.	Landrace	PI 561319 B	China, Bei Jing
s1078	Glycine max (L.) Merr.	Landrace	Tong Xian Huang Dou	China, Bei Jing
s1079	Glycine max (L.) Merr.	Landrace	PI 464910	China, Bei Jing
s1080	Glycine max (L.) Merr.	Landrace	Zhong Mou Tie Jiao Dou	China, Bei Jing
s1081	Glycine max (L.) Merr.	Landrace	PI 232991	China, Dong Bei
s1082	Glycine max (L.) Merr.	Landrace	PI 567263	China, Fu Jian
s1083	Glycine max (L.) Merr.	Landrace	PI 567325 A	China, Gan Su
s1084	Glycine max (L.) Merr.	Landrace	Ba Yue Zha	China, Gan Su
s1085	Glycine max (L.) Merr.	Landrace	Da Ke Huang Lv Dou	China, Gan Su
s1086	Glycine max (L.) Merr.	Landrace	PI 567294	China, Gan Su
